"id","source","profileId","sessionId","heuristic","dataProcessingConsent","attentionCheckFailures","dataUsableForResearch","createdAt"
"50fc0cc6-c9b0-489e-b925-aecf6143bd11","PROLIFIC","5678ea0289319e00116519c3","63a2817cd14c8c5d18438f35","BIAS_BAR",True,0,True,"2022-12-21 03:46:07.559"
"340b2a87-ce48-4c95-af52-130c31d09996","PROLIFIC","578b5756160201000103fe40","63a281bd956920e304d9c2f2","BIAS_GAUGE",True,0,True,"2022-12-21 03:47:11.09"
"927266fc-695c-43a7-83af-db89afc7f743","PROLIFIC","628f9cfbee6de7cc7322fecf","63a28125cd2aa58079ac1e22","BIAS_GAUGE",True,0,True,"2022-12-21 03:44:39.535"
"ce75f664-ea05-40e5-8928-2f4ba507badc","PROLIFIC","637e648f2e6e25a53c4d4cbd","63a28226cbbaf34cd2b598a8","TRUST",True,0,True,"2022-12-21 03:48:59.935"
"21844761-9368-4247-875f-1c65e4cb4fbb","PROLIFIC","5c40e7d99d27f00001159a65","63a28128fd6117bacaf0a90b","BIAS_HIGH",True,0,True,"2022-12-21 03:44:43.59"
"68588d44-6579-4519-9d57-288fe112e0f7","PROLIFIC","5d5b67ab9ad5a300181398dc","63a2814eb0557e57a5e593be","POLITICAL",True,0,True,"2022-12-21 03:45:26.08"
"f7f5a7b8-ea55-4d33-a542-ca8853cb46d8","PROLIFIC","5e1ded90e47974143a8d81da","63a280c88c1b3cb653eebe06","SENTIMENT",True,0,True,"2022-12-21 03:43:18.866"
"edde4fae-6f6c-4362-9d0d-f2851ba538b6","PROLIFIC","6310ceffa120ca2c1fbe1d92","63a281f3f07e0400cb604070","BIAS_GAUGE",True,0,True,"2022-12-21 03:48:18.036"
"d2f56f84-8699-4d14-9502-762768af8636","PROLIFIC","610e0a1e95c323743ff02dcb","63a28067f58b0b803060408c","BIAS_HIGH",True,0,False,"2022-12-21 03:41:35.981"
"f4d33df5-e4fb-4e17-91ac-0f26cd867823","PROLIFIC","60f989f2b726f86c3d24e13e","63a28093153b1e0e58614850","BIAS_HIGH",True,0,True,"2022-12-21 03:42:20.556"
"e4d15032-93cb-4f30-b3e3-8e29d42e7be6","PROLIFIC","59ff81fd5d06850001afeeab","63a281f41ccc3bfb8ef0a8cb","CONTROL",True,0,True,"2022-12-21 03:48:13.701"
"63a8427f-3bf7-45f4-8358-851211eb18c1","PROLIFIC","60cff3ba91773f75c9504567","63a280561a97d608f8d91659","SENTIMENT",True,0,True,"2022-12-21 03:41:20.473"
"72c0330a-84fb-4aa6-b7d1-93058d1b7209","PROLIFIC","601cbb3526aa517be4a924ce","63a281f09489b5306f7b3ed0",NULL,True,0,False,"2022-12-21 03:48:11.704"
"e2afffeb-fd7c-476a-917b-e103143320eb","PROLIFIC","6234e1b277e7fe207a9ad500","63a280f84f0d6d05f51b6048","BIAS_BAR",True,1,True,"2022-12-21 03:44:00.68"
"e252e816-7dcf-4704-90ab-353598145862","PROLIFIC","602c5fd808e6c3528a8ba43b","63a280514220e351dc7bfb8e","BIAS_HIGH",True,0,False,"2022-12-21 03:41:07.386"
"e554e11a-ccb3-4fd4-92eb-00133057f09d","PROLIFIC","62fb59166b94e6240417f7c7","63a281baf88f2c4f05ac1df8","BIAS_BAR",True,0,True,"2022-12-21 03:47:20.04"
"57c26f47-e660-4c60-acbf-3f600db22eb3","PROLIFIC","5fa45d41eb5d570b4841254d","63a2822d1a97d608f8d9167a","SENTIMENT",True,0,True,"2022-12-21 03:49:03.526"
"bf9f9cfa-a052-4fd5-85f8-9525c5aaecad","PROLIFIC","629e633c82ed7bd84fce0f9a","63a28075d4e0f0ecf6d9c301","BIAS_HIGH",True,0,True,"2022-12-21 03:41:46.018"
"f1c234ed-3f51-4e2a-a667-628b5f6b0c71","PROLIFIC","5c6836d0f00261000113fdb6","63a2809b031949d5bca3dd95","BIAS_HIGH",True,0,True,"2022-12-21 03:42:23.931"
"293c56cf-938e-4436-a89f-f1418941ed19","PROLIFIC","5c3eb901ef1d0d0001b2ab29","63a2803ccfe747fa9c31311c","BIAS_GAUGE",True,0,True,"2022-12-21 03:40:51.573"
"088dff32-733b-49e2-a921-c4f0abdeb78a","PROLIFIC","574eab79c18847000e071119","63a2802a1ccc3bfb8ef0a8af","CONTROL",True,0,True,"2022-12-21 03:42:43.258"
"6d00812a-d0a9-4d6c-982d-3a49f44004ff","PROLIFIC","5d847ac9be4b0b00188463d7","63a281680430ec12eaa3dda4","BIAS_BAR",True,0,True,"2022-12-21 03:45:46.394"
"7a6dabb1-199f-4a85-af35-4d6614cf3e0a","PROLIFIC","5980128635fbf100017d0861","63a282d2363756a572593f22","CONTROL",True,0,True,"2022-12-21 03:52:22.478"
"051de305-e1fb-4192-81c8-850139627562","PROLIFIC","5ee642c9f5cb343a58b1ef13","63a2831f9b3053879bb5987f","BIAS_HIGH",True,0,False,"2022-12-21 03:53:07.6"
"80b251aa-c934-411f-a567-30dd1ac63c94","PROLIFIC","599766b07eaf20000139e40d","63a28266d4e0f0ecf6d9c314",NULL,False,0,False,"2022-12-21 03:50:09.626"
"a6261860-7a09-4372-acf5-e1bb24f2bf17","PROLIFIC","60623f53d6961d317c9a5da4","63a282f7f558cae2120d5f30","POLITICAL",True,0,True,"2022-12-21 03:52:30.687"
"0ddda046-5947-4395-a112-87dacb8d0155","PROLIFIC","5fb9de27e62120924c5b2176","63a2826d36d5d87a5bac1df8","BIAS_HIGH",True,0,True,"2022-12-21 03:50:09.105"
"3d8c99c9-83fb-49ff-848e-60f05eb5f02b","PROLIFIC","61509f6eb3a929e50f33ede1","63a2837306320667b9b5328a","BIAS_GAUGE",True,0,True,"2022-12-21 03:54:34.243"
"0fe4879b-2b97-46e9-b762-6ea60bce3c78","PROLIFIC","60fdccdbb63680c35c2dc61d","63a282d34d4a656ba1438ee2","SENTIMENT",True,0,True,"2022-12-21 03:51:55.345"
"1647de99-1a19-412c-b176-be0eded07cff","PROLIFIC","611e64ad7ea7083dd09ce1dc","63a2834906320667b9b53286","TRUST",True,1,True,"2022-12-21 03:53:55.312"
"a4339c1f-8c75-4fb0-843a-8e7fa50b3675","PROLIFIC","5c82ae895aa8120016acd225","63a28282af5b5c67db424176","SENTIMENT",True,0,True,"2022-12-21 03:55:41.171"
"a65277e3-b2a1-490b-8035-428881d1abe9","PROLIFIC","622a2b1c561ce3cd95519fd2","63a2829f9fb67b92b31b6016",NULL,True,0,False,"2022-12-21 03:51:16.809"
"4e3a30e6-b474-4f65-b802-1dd337887f1e","PROLIFIC","63877f234ca221a9a49f1fca","63a283a193b062d78a484258","BIAS_HIGH",True,0,True,"2022-12-21 03:55:18.042"
"ba735214-81c2-49de-9f52-007feebf7aa5","PROLIFIC","6361751dc446d0cb7b619da5","63a282642fe8a5fd58593f5f","BIAS_BAR",True,0,True,"2022-12-21 03:50:01.059"
"a67c6ec2-c299-4fbd-a9e1-fd2f495cb66a","PROLIFIC","612e91692cadff8a6962c5f7","63a2825564303adcf097c24a","TRUST",True,0,True,"2022-12-21 03:49:46.843"
"f04305a9-cce4-48e2-98f0-bc94fea91fef","PROLIFIC","629e32cb3a519aff19a0b4cf","63a283d813ba881063d91674","TRUST",True,0,True,"2022-12-21 03:56:12.697"
"c7c3b873-ba30-41f0-9156-3dcd1e775e0f","PROLIFIC","56a38b45dbe850000cfd50c3","63a283f667dc4272e085241d","POLITICAL",True,0,False,"2022-12-21 03:56:39.904"
"fe87d746-0765-4213-8c09-1ec2ed666965","PROLIFIC","5dcb685070d51c8275d7bd54","63a283b719b6a30bdc614867","POLITICAL",True,0,True,"2022-12-21 03:55:39.33"
"e3e37abf-e5d7-42b9-accf-70f72a2bc227","PROLIFIC","5f24c317ec176c0e528d07c5","63a28391e2d729899a593f31","TRUST",True,0,True,"2022-12-21 03:55:00.405"
"f7f97388-4a06-42c3-91d3-f1217d62e8ba","PROLIFIC","6278856ed61afb01f6e4d0ac","63a284088c1e1d59d3b85729","SENTIMENT",True,0,True,"2022-12-21 03:57:08.1"
"d7ec842a-c442-4842-b014-682d309781fe","PROLIFIC","5e64e34b5d8b9024b62d1d66","63a2827798ebb17e4aeebe10","BIAS_BAR",True,0,True,"2022-12-21 03:50:43.765"
"49934615-20f9-4cbb-90dd-aa7b91d52b79","PROLIFIC","5ead45a386fbbe3c8eebe510","63a2833bd011ff03b8b532d7","SENTIMENT",True,0,True,"2022-12-21 03:55:55.544"
"1c072708-b4bb-415d-a346-0757336779b6","PROLIFIC","60e7739644eb45bfddedf039","63a2834695ac7e835e39f64c","CONTROL",True,0,True,"2022-12-21 03:53:50.805"
"cc48384a-4553-46ea-9f8e-31c413692fd5","PROLIFIC","62dbd5b3734a6a1375b46eea","63a282dd67dc4272e085240a","BIAS_GAUGE",True,0,True,"2022-12-21 03:52:04.034"
"87188204-4ef7-4323-9f1a-3cd396c4154d","PROLIFIC","5ed543442db0060a955d12e1","63a2834e484abbb9cc39f66f","BIAS_GAUGE",True,0,True,"2022-12-21 03:54:23.842"
"2941b219-f3cf-4a1f-92f4-6bc24ce825e6","PROLIFIC","5e9a85295bb4c912892ff75f","63a2833f2b883ebecd28a428","BIAS_GAUGE",True,0,True,"2022-12-21 03:56:24.098"
"6ae55e59-cd7c-4251-b541-2a6a4732f8db","PROLIFIC","5c27de12a2b00a00018b2c16","63a28371b51f6266ce9062bd","BIAS_BAR",True,0,True,"2022-12-21 03:54:29.395"
"94eb3a81-e5dc-40ee-b406-b4a571d7ca7e","PROLIFIC","62fd17440d5147b43183b0aa","63a2839280cf412e4a9caea2","BIAS_BAR",True,0,True,"2022-12-21 03:55:04.248"
"302bb91b-b8ee-4487-9fea-e5641f1c9aef","PROLIFIC","63279085ec65a992cc521187","63a282f4498f80d4c1593f3e","BIAS_GAUGE",True,0,True,"2022-12-21 03:52:35.969"
"2375cc5b-9d82-4a58-a08f-62447609fb0b","PROLIFIC","5f025a4eb69f9e3ece18457c","63a281c07e2456ba594c9d80","TRUST",True,0,True,"2022-12-21 03:47:24.254"
"b7126d53-8c0a-476f-95b8-f9b2887bf9e1","PROLIFIC","5ee2e7bf21501a83d55642cd","63a28338106f048b2048424d","POLITICAL",True,0,True,"2022-12-21 03:53:43.858"
"b02940f8-646e-4159-a9b6-d56c07330a0d","PROLIFIC","5f6e5e0cc9a73b39778169c6","63a282c33400ec3b28a3dd8d","CONTROL",True,0,True,"2022-12-21 03:51:40.679"
"73494527-9d84-4535-bfdc-41c644bff04e","PROLIFIC","615d051e2366aeb051acb734","63a282d266d53d308b4d0a14","BIAS_GAUGE",True,0,False,"2022-12-21 03:51:50.29"
"bc664b1b-29d4-45af-9430-b0becafb9f6e","PROLIFIC","6138e0e705d9e4707bb79e09","63a2822335df8f7b1ade329b","TRUST",True,0,True,"2022-12-21 03:49:05.465"
"8151f7e1-46b4-427d-ab67-ec2c5baa9304","PROLIFIC","5d171334b49a4a0001e8aca4","63a283fc407af9d778f54cc8",NULL,False,0,False,"2022-12-21 03:56:55.708"
"9bf4b10f-930d-406c-8e44-ddad395bc653","PROLIFIC","5e3dde6752592c000c7fd10b","63a2834c48b13994e361486c","POLITICAL",True,0,True,"2022-12-21 03:53:56.995"
"7a9a8237-03f2-4ae9-a4f2-ee15ede469ab","PROLIFIC","6286f90c2b11a00563a185bc","63a2837f0430ec12eaa3ddb9","TRUST",True,0,True,"2022-12-21 03:54:46.331"
"673e7e34-17c9-4faa-9c93-2893f08d6fcb","PROLIFIC","5b33034d975e260001e981c9","63a282591f3f24ce683130de","SENTIMENT",True,0,True,"2022-12-21 03:49:48.779"
"25b555a1-a60a-42be-a827-4f4e06209cb9","PROLIFIC","5d305152b2cfe00019231a2a","63a282c01f3f24ce683130df","BIAS_HIGH",True,0,True,"2022-12-21 03:52:41.669"
"f68cf55f-1baf-4bac-97c4-57405729fe6a","PROLIFIC","5f580f0854431a374d536934","63a2833ac97fd0686d6040c8","CONTROL",True,0,True,"2022-12-21 03:53:39.64"
"8c6cb02c-23c2-4f04-8a09-fa115a96951d","PROLIFIC","610f188b8ad0a93f6d508cad","63a281f36b5e8e23ae28a471","CONTROL",True,0,True,"2022-12-21 03:48:54.65"
"023ea238-ed0d-4ab5-8c13-2b2fd4a10edf","PROLIFIC","6000cefee380e61fa9bc5ae4","63a2830ae81c8339bfeebe23","POLITICAL",True,0,True,"2022-12-21 03:52:51.696"
"3c7ca37f-77bb-456b-b6d4-bd9b689e78ff","PROLIFIC","62962188ab5037f57b743543","63a2833037ace10923223f2a","BIAS_GAUGE",True,0,True,"2022-12-21 03:53:26.263"
"7e1c5a5e-0a3b-44ba-a3b9-31fb7c5b9ad9","PROLIFIC","60b69129f584ee4e38acf2a0","63a281cd5d169f723c39f624","BIAS_HIGH",True,0,True,"2022-12-21 03:49:58.392"
"238bf90f-e0f0-470a-baa9-82e471ea95a1","PROLIFIC","5f2df2c58df9de1511266128","63a2822b850cc6a7b6313110","CONTROL",True,0,True,"2022-12-21 03:49:16.429"
"3c3a2125-e6b7-45e2-8650-9812feeb0cae","PROLIFIC","5f9e612e5e10814115cc780d","63a28363b534699b5e614864","BIAS_BAR",True,0,False,"2022-12-21 03:54:16.974"
"db9b5c37-e3fe-445a-9392-885d1f4d3151","PROLIFIC","5ea624b32b24666209c18941","63a282d1c97fd0686d6040c2","SENTIMENT",True,0,True,"2022-12-21 03:51:50.986"
"1533ad57-caa9-40ba-be51-c0a00c526cc3","PROLIFIC","5e027352b1f222dfd1e1fe4d","63a2824b167271d1a77b3e8e","BIAS_HIGH",True,0,True,"2022-12-21 03:49:39.841"
"5bb2f91f-0883-41b6-bfc4-74e3737888fc","PROLIFIC","5ba345bcf07414000106135e","63a282f790278587494d09eb","POLITICAL",True,0,True,"2022-12-21 03:52:33.023"
"72f48912-de1b-48b2-85f6-b512fe85d8bd","PROLIFIC","5c07046396378a000119561f","63a2823d35df8f7b1ade329d","BIAS_GAUGE",True,0,True,"2022-12-21 03:49:24.144"
"dc24ca0b-58b6-4891-a45c-494c8b5d1b16","PROLIFIC","5c6d5477e8833000015244ad","63a282433a415eca31b8572f","BIAS_HIGH",True,0,True,"2022-12-21 03:54:55.356"
"7a0e2c70-d28b-4494-9aa1-4d00d42e4204","PROLIFIC","6267c3d17f88988d0d787c7f","63a28406d59c75f991484253","BIAS_HIGH",True,0,True,"2022-12-21 03:57:02.14"
"d4a01e75-accf-4800-bad2-67bf54398412","PROLIFIC","5df4892578322533c70aecdf","63a284729808747a3b60405e","SENTIMENT",True,0,True,"2022-12-21 03:58:45.126"
"14cded36-3541-40be-9345-457df926173d","PROLIFIC","5eace152e25d6800091dd418","63a28414f55a4d7247ac1ddb","BIAS_HIGH",True,0,True,"2022-12-21 03:57:28.196"
"3bcc8318-041d-43d1-8064-9941489ea9e7","PROLIFIC","5f2ae4b91f635440a60b3cf2","63a284fee0f876d8fb39f676","BIAS_GAUGE",True,0,True,"2022-12-21 04:01:06.749"
"11559f8c-61f2-4857-976b-528e32a5a89a","PROLIFIC","5d157184e3766e0019b3b0f1","63a284bed0aeb5d6efb59879","POLITICAL",True,0,True,"2022-12-21 04:00:03.224"
"e0a504da-8232-4e38-ae63-f5c5a8f3d474","PROLIFIC","5b0d1b8e444cef0001ca66ac","63a2858b4390997a55f0a8cf","BIAS_BAR",True,1,True,"2022-12-21 04:03:32.669"
"2d62f54b-44ce-4ca2-a095-cedc1135693c","PROLIFIC","6106deb7beda48755be6b6ee","63a2860ad4eca09fa900e806","BIAS_HIGH",True,0,True,"2022-12-21 04:05:35.984"
"4d7fae55-5ec5-4d6e-a900-74f7bac19ea6","PROLIFIC","5ba5d8b960f3d50001697104","63a284b139307094371b6002","BIAS_BAR",True,0,True,"2022-12-21 04:00:27.194"
"b88402ba-51c5-4645-95c9-1a20c4d04a24","PROLIFIC","5d4a03a7278a80001a4fa9df","63a2842bbce6b7a7fcc84932","POLITICAL",True,0,True,"2022-12-21 03:57:53.349"
"6c7810e5-c4c5-4eeb-80c4-925ed68550ee","PROLIFIC","63653dbe8dbfd3f17f202920","63a28570f994a281c7438f28","BIAS_HIGH",True,0,True,"2022-12-21 04:02:59.753"
"0a639cff-ef49-4d80-bd36-13111420b377","PROLIFIC","63618f4ca9bcb1b3dc192d14","63a2824abb4050022db598bb","POLITICAL",True,0,True,"2022-12-21 03:50:21.749"
"00fec1a6-a22e-4855-affc-3afaefd20653","PROLIFIC","56d0f57421cd29000a9737e4","63a2842519b6a30bdc61486b","BIAS_GAUGE",True,0,True,"2022-12-21 03:57:30.236"
"b7ae97c7-d562-403d-a964-c7d3f5519733","PROLIFIC","61692abb0f3acf7a49d91533","63a285b459a0ebd998f54d0f","BIAS_HIGH",True,0,True,"2022-12-21 04:04:07.747"
"11c8495f-e74f-4753-9aa8-dd2e63e898b8","PROLIFIC","5fd9ad6dab00c64c8a45c9fc","63a285a5a4d2e14fe27bfb4f","BIAS_BAR",True,0,True,"2022-12-21 04:03:54.788"
"f2c6eede-c6c7-44c5-92eb-2f21a00bd892","PROLIFIC","5bb29f9093cc080001ac7d16","63a28555883ae0c26cd9c2eb","TRUST",True,0,True,"2022-12-21 04:02:39.215"
"17debd98-82b1-40d9-9977-a9c5434181be","PROLIFIC","5c95970cd676900016e1a940","63a286327e2456ba594c9dc2","BIAS_BAR",True,0,True,"2022-12-21 04:06:42.137"
"91072777-5568-44fd-a878-d333a7e6b212","PROLIFIC","56797198c3041a0012b64b5e","63a286498c1b3cb653eebe40","POLITICAL",True,0,True,"2022-12-21 04:06:42.384"
"ced0a8ee-203f-4e1e-8bff-ed77f940a0ad","PROLIFIC","609e28fc803b1238af34d1c4","63a284bb9808747a3b604061","TRUST",True,0,True,"2022-12-21 04:02:29.598"
"d4b1acfe-d1a2-4ff5-a320-52ed238e434b","PROLIFIC","61fa94565719bc09cb834f00","63a284ef90278587494d09f8","BIAS_HIGH",True,0,True,"2022-12-21 04:01:15.258"
"72a4c776-b4bb-4941-9145-f2602ad1c713","PROLIFIC","6101698f1094df2f82ab8a5e","63a285028c1b3cb653eebe31","CONTROL",True,0,True,"2022-12-21 04:01:10.943"
"71c453bf-64cd-47c3-b5d8-910aba93a7b2","PROLIFIC","5dec18ea1aaabf30d92ad722","63a2858b850cc6a7b631311c","CONTROL",True,0,True,"2022-12-21 04:03:48.586"
"50897be2-c379-4a11-8b71-7cbed5f93ed2","PROLIFIC","6392c64f995c26126bd45c2f","63a2861d48b13994e3614886",NULL,False,0,False,"2022-12-21 04:05:55.649"
"6f4141e2-f7d5-4e8e-9029-28d86645573c","PROLIFIC","610991f52ca853dc32c4bf49","63a28533883ae0c26cd9c2e8","POLITICAL",True,0,True,"2022-12-21 04:02:06.094"
"e7938f40-ce31-40a5-9be6-16946d7302aa","PROLIFIC","5db4f0b63e33f2000dd54016","63a2843d2c1aa600e3de32c9","BIAS_GAUGE",True,0,True,"2022-12-21 03:58:16.374"
"21156717-732f-40dc-8938-a232eb20e47c","PROLIFIC","54e32a60fdf99b3eae9de85b","63a285208e905155ad00e7f6","BIAS_GAUGE",True,0,True,"2022-12-21 04:04:24.912"
"bd6f6a59-dfec-4db9-96ca-329b3fca58e9","PROLIFIC","5eeba783164680119f2e30c7","63a28589fd1488ad9c9062e0",NULL,True,0,False,"2022-12-21 04:03:32.098"
"43aa7fdc-aadd-41b3-97a9-396b423cfae5","PROLIFIC","5b6f49b7d60bdd0001ade437","63a28410da477d9361c84913","TRUST",True,0,True,"2022-12-21 03:57:15.982"
"756a7d63-f43e-43d1-9046-3f97cd658073","PROLIFIC","5d7c4978e34654001a80f1ba","63a285a65cae55ec74ac1de6","POLITICAL",True,0,True,"2022-12-21 04:03:58.094"
"dffb6991-2e6e-449b-9067-c4f76e375b11","PROLIFIC","604d8f415e948938fd60b536","63a2846e310f75fe694d09bc","BIAS_HIGH",True,0,True,"2022-12-21 03:59:02.175"
"de1f5a09-254f-4439-950c-79411e60e80c","PROLIFIC","58d7896b4240e5000118f705","63a28646e81c8339bfeebe4f","BIAS_GAUGE",True,0,True,"2022-12-21 04:06:40.196"
"d5a8b00e-4f09-4022-b16a-93dd25e9dcf4","PROLIFIC","5dcca657854936945d68eaa9","63a286334390997a55f0a8d8","BIAS_BAR",True,0,True,"2022-12-21 04:06:13.452"
"a4addfa0-fad4-4f74-bd92-7e32e0158213","PROLIFIC","60455511710c89680924f7ac","63a2839b5753d7214e4c9ddb","TRUST",True,0,True,"2022-12-21 04:04:34.363"
"14141ead-85e6-4241-b73c-58684359cfe4","PROLIFIC","610784e7b644f4f539351a05","63a28433bce6b7a7fcc84933","BIAS_BAR",True,0,True,"2022-12-21 03:57:45.22"
"cb24bdae-1029-47c7-9431-947ccbd73da3","PROLIFIC","599bf0606c165e000113fe27","63a28488553e5a459d9062dc","CONTROL",True,0,True,"2022-12-21 03:59:06.532"
"feccd07a-22bd-48ea-824f-f4e76f2592b7","PROLIFIC","6313b174ea51a256bfe6099f","63a28432530bb40d24604056","CONTROL",True,0,True,"2022-12-21 03:57:42.216"
"90e66104-3c8a-42b7-b545-10cacf72f927","PROLIFIC","60ff4de9a6090fa9b9f61bb7","63a285801878280c41e593f9","CONTROL",True,1,True,"2022-12-21 04:03:16.599"
"2e403ff3-67df-4f8e-add4-dee864821ea2","PROLIFIC","62801c2481ffcdc1e0a652e0","63a28465cc5283c2c8e1a64a","TRUST",True,0,True,"2022-12-21 03:58:35.241"
"e26cdd06-c2bb-4659-81d0-5b934db65ef5","PROLIFIC","5dd3e5b66d52253c0e37e402","63a2845d8bff81d0d7e2487f","TRUST",True,0,True,"2022-12-21 03:58:28.791"
"6d12435b-7f3c-4a16-86db-20eae0e90cad","PROLIFIC","61513d5cb668a73ff56b4811","63a28457df7f35cc1cf54cc0","BIAS_BAR",True,0,True,"2022-12-21 03:58:24.979"
"c46b6128-fa5b-4810-a284-55ec9c480a10","PROLIFIC","5e5ae01d75f13d2efe7db45e","63a2842dc05eb4d5201e2867","SENTIMENT",True,0,True,"2022-12-21 03:57:41.541"
"72788e2f-b1db-4ef3-b9fd-f403b2504efa","PROLIFIC","638cfbc8619c72f4c4ccdc21","63a28622f994a281c7438f2f","BIAS_BAR",True,0,True,"2022-12-21 04:06:06.937"
"a1fc7804-4188-4354-8bfc-289a046b9c21","PROLIFIC","610f615654fdbcac0f485a9d","63a28642df7f35cc1cf54cd9","TRUST",True,0,True,"2022-12-21 04:06:31.523"
"43ec6b79-fe04-4f26-9588-30dc507d9d8f","PROLIFIC","610e6880f784d836a872a9a5","63a284ef93f4efa52b4241b0","TRUST",True,1,True,"2022-12-21 04:00:52.562"
"b88ea317-739f-411e-b221-18d70ae1724f","PROLIFIC","614f23fabc0fcaa3cdfb9e05","63a284c29d6acbec7228a438","BIAS_BAR",True,0,True,"2022-12-21 04:01:21.554"
"325c0562-82e4-41a8-945f-c2b3d33a250d","PROLIFIC","5c8974ef34daa70015e92daf","63a286b4df7f35cc1cf54ce1","POLITICAL",True,0,True,"2022-12-21 04:08:23.127"
"26ea64e9-5135-4e6b-9278-93cf939c24e5","PROLIFIC","614f58258eaf7063aa888d90","63a286839fb67b92b31b6028","BIAS_GAUGE",True,0,True,"2022-12-21 04:08:24.502"
"7e1fc75f-36ba-4ad3-8576-a0ceb0004c27","PROLIFIC","5db0a97f127d4000117cdfa0","63a2843abb4242f4387bfb4d","BIAS_HIGH",True,0,True,"2022-12-21 03:57:52.805"
"16ee478d-87c4-47f0-a217-831b2fa1546c","PROLIFIC","565a4547c51d43000587507d","63a285b9e81c8339bfeebe44","CONTROL",True,0,True,"2022-12-21 04:04:14.059"
"2850dd0b-ad3d-4c6b-8578-2445ca4a92f7","PROLIFIC","631388f8b5fd84bfaeee521f","63a281cc363756a572593f14","CONTROL",True,0,True,"2022-12-21 03:54:03.509"
"16301672-1c01-4b9c-822b-4e2b975cc05b","PROLIFIC","609c6cc79875c8f0ba5d2242","63a2862da8e71eeb0d97c262","SENTIMENT",True,0,True,"2022-12-21 04:06:11.104"
"5b1d5ac6-9b6c-4eaa-bb97-13035b705ca9","PROLIFIC","608f2aa883599160c8b87a79","63a28409bb4242f4387bfb49","SENTIMENT",True,0,True,"2022-12-21 03:57:17.747"
"6b52df0f-4adb-4d3d-9b39-4a0bff65a42d","PROLIFIC","60ff62db7d4eb4134c284f03","63a286198b3bd56f44223f0e","SENTIMENT",True,0,True,"2022-12-21 04:05:52.583"
"8d2cceb6-e8f5-4133-a604-b956ec37080d","PROLIFIC","629d16db307da2e64ea7b1e7","63a28613153b1e0e58614872","CONTROL",True,0,True,"2022-12-21 04:05:45.979"
"79f1ac98-c4c3-4401-949e-acc9b4af8673","PROLIFIC","5e4044797946592823cbec2a","63a287718c1b3cb653eebe51","BIAS_HIGH",True,0,True,"2022-12-21 04:11:37.205"
"644f37cb-8cc3-484d-9beb-e21a7bdb61dc","PROLIFIC","5ecda7f6509c241275db7396","63a285d272d3aa4755223f13","SENTIMENT",True,0,True,"2022-12-21 04:11:59.896"
"65a8b048-fa6f-42dd-84d4-122fc2c31425","PROLIFIC","6054e1ddb68b58dd23242765","63a283a705c32a3422e24894","TRUST",True,0,True,"2022-12-21 04:18:38.83"
"c2d1b648-0809-4bbd-b55c-bef59cfc9a9e","PROLIFIC","5dd72efa82569a6d38e06854","63a28c18218b04ae6ab8570a","BIAS_GAUGE",True,0,True,"2022-12-21 04:31:23.755"
"37208243-640d-4724-89ed-45a6bfcb305f","PROLIFIC","628e24c80b3e2b2e0d7a5af1","63a281a81ccc3bfb8ef0a8c3","TRUST",True,0,True,"2022-12-21 04:45:08.046"
"972542da-8fe8-4ba8-a7f2-f0e32495af96","PROLIFIC","6337cba5cbed8cb3514a6504","63a292d7d0b075a95a85244d","SENTIMENT",True,0,True,"2022-12-21 05:00:38.28"
"b7fbcde2-e979-4ddd-bf6d-f3ec9a424374","PROLIFIC","5d6955108c4ab2001aa1b37b","63a29662da4b01d0609062a6","BIAS_BAR",True,0,True,"2022-12-21 05:15:23.074"
