"participantId","ACC_1","Precision_1","Recall_1","F1_1","Annotations_1","TP_1","FP_1","FN_1","TN_1","ACC_2","Precision_2","Recall_2","F1_2","Annotations_2","TP_2","FP_2","FN_2","TN_2","ACC_3","Precision_3","Recall_3","F1_3","Annotations_3","TP_3","FP_3","FN_3","TN_3","ACC_4","Precision_4","Recall_4","F1_4","Annotations_4","TP_4","FP_4","FN_4","TN_4","ACC_5","Precision_5","Recall_5","F1_5","Annotations_5","TP_5","FP_5","FN_5","TN_5","ACC_6","Precision_6","Recall_6","F1_6","Annotations_6","TP_6","FP_6","FN_6","TN_6"
"b7126d53-8c0a-476f-95b8-f9b2887bf9e1",0.724,0.8,0.364,0.5,5,4,1,7,17,0.875,1,0.333,0.5,2,2,0,4,26,0.5,0.25,0.071,0.111,4,1,3,13,15,0.879,0.778,0.778,0.778,9,7,2,2,22,0.667,0.667,0.462,0.545,9,6,3,7,14,0.825,0.333,0.167,0.222,3,1,2,5,32
"b02940f8-646e-4159-a9b6-d56c07330a0d",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,1,0.154,0.267,2,2,0,11,17,0.85,NA,0,NA,0,0,0,6,34
"bc664b1b-29d4-45af-9430-b0becafb9f6e",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.656,1,0.214,0.353,3,3,0,11,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,1,0.154,0.267,2,2,0,11,17,0.875,1,0.167,0.286,1,1,0,5,34
"9bf4b10f-930d-406c-8e44-ddad395bc653",0.724,1,0.273,0.429,3,3,0,8,18,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.848,1,0.444,0.615,4,4,0,5,24,0.733,0.857,0.462,0.6,7,6,1,7,16,0.9,1,0.333,0.5,2,2,0,4,34
"673e7e34-17c9-4faa-9c93-2893f08d6fcb",0.862,0.889,0.727,0.8,9,8,1,3,17,0.938,1,0.667,0.8,4,4,0,2,26,0.594,1,0.071,0.133,1,1,0,13,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.633,0.667,0.308,0.421,6,4,2,9,15,0.925,1,0.5,0.667,3,3,0,3,34
"25b555a1-a60a-42be-a827-4f4e06209cb9",0.655,0.6,0.273,0.375,5,3,2,8,16,0.938,1,0.667,0.8,4,4,0,2,26,0.75,1,0.429,0.6,6,6,0,8,18,0.758,1,0.111,0.2,1,1,0,8,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.875,0.571,0.667,0.615,7,4,3,2,31
"f68cf55f-1baf-4bac-97c4-57405729fe6a",0.759,1,0.364,0.533,4,4,0,7,18,0.812,NA,0,NA,0,0,0,6,26,0.5,0.25,0.071,0.111,4,1,3,13,15,0.727,NA,0,NA,0,0,0,9,24,0.567,0.5,0.385,0.435,10,5,5,8,12,0.8,0.333,0.333,0.333,6,2,4,4,30
"8c6cb02c-23c2-4f04-8a09-fa115a96951d",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.667,0.25,0.111,0.154,4,1,3,8,21,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
"023ea238-ed0d-4ab5-8c13-2b2fd4a10edf",0.793,1,0.455,0.625,5,5,0,6,18,0.906,1,0.5,0.667,3,3,0,3,26,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.8,0.818,0.692,0.75,11,9,2,4,15,0.9,1,0.333,0.5,2,2,0,4,34
"3c7ca37f-77bb-456b-b6d4-bd9b689e78ff",0.759,1,0.364,0.533,4,4,0,7,18,0.844,0.571,0.667,0.615,7,4,3,2,23,0.688,0.667,0.571,0.615,12,8,4,6,14,0.788,0.667,0.444,0.533,6,4,2,5,22,0.7,0.7,0.538,0.609,10,7,3,6,14,0.85,NA,0,NA,0,0,0,6,34
"7e1c5a5e-0a3b-44ba-a3b9-31fb7c5b9ad9",0.586,0.429,0.273,0.333,7,3,4,8,14,0.938,1,0.667,0.8,4,4,0,2,26,0.719,1,0.357,0.526,5,5,0,9,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.733,0.857,0.462,0.6,7,6,1,7,16,0.9,1,0.333,0.5,2,2,0,4,34
"db9b5c37-e3fe-445a-9392-885d1f4d3151",0.862,0.889,0.727,0.8,9,8,1,3,17,0.781,0.462,1,0.632,13,6,7,0,19,0.531,0.444,0.286,0.348,9,4,5,10,13,0.758,0.571,0.444,0.5,7,4,3,5,21,0.633,0.583,0.538,0.56,12,7,5,6,12,0.75,0.333,0.667,0.444,12,4,8,2,26
"1533ad57-caa9-40ba-be51-c0a00c526cc3",0.724,0.8,0.364,0.5,5,4,1,7,17,0.875,1,0.333,0.5,2,2,0,4,26,0.688,0.833,0.357,0.5,6,5,1,9,17,0.848,1,0.444,0.615,4,4,0,5,24,0.6,0.571,0.308,0.4,7,4,3,9,14,0.85,0.5,0.167,0.25,2,1,1,5,33
"5bb2f91f-0883-41b6-bfc4-74e3737888fc",0.483,0,0,NA,4,0,4,11,14,0.656,0,0,NA,5,0,5,6,21,0.438,0.167,0.071,0.1,6,1,5,13,13,0.667,0.25,0.111,0.154,4,1,3,8,21,0.633,0.75,0.231,0.353,4,3,1,10,16,0.725,0,0,NA,5,0,5,6,29
"72f48912-de1b-48b2-85f6-b512fe85d8bd",0.621,NA,0,NA,0,0,0,11,18,0.969,1,0.833,0.909,5,5,0,1,26,0.5,0.4,0.286,0.333,10,4,6,10,12,0.879,0.857,0.667,0.75,7,6,1,3,23,0.8,0.769,0.769,0.769,13,10,3,3,14,0.85,0.5,1,0.667,12,6,6,0,28
"dc24ca0b-58b6-4891-a45c-494c8b5d1b16",0.862,1,0.636,0.778,7,7,0,4,18,0.906,1,0.5,0.667,3,3,0,3,26,0.688,1,0.286,0.444,4,4,0,10,18,0.879,0.857,0.667,0.75,7,6,1,3,23,0.667,0.714,0.385,0.5,7,5,2,8,15,0.925,1,0.5,0.667,3,3,0,3,34
"7a0e2c70-d28b-4494-9aa1-4d00d42e4204",0.69,1,0.182,0.308,2,2,0,9,18,0.75,0.375,0.5,0.429,8,3,5,3,21,0.625,0.667,0.286,0.4,6,4,2,10,16,0.636,0.385,0.556,0.455,13,5,8,4,16,0.633,0.6,0.462,0.522,10,6,4,7,13,0.8,0.25,0.167,0.2,4,1,3,5,31
"d4a01e75-accf-4800-bad2-67bf54398412",0.69,1,0.182,0.308,2,2,0,9,18,0.812,NA,0,NA,0,0,0,6,26,0.719,1,0.357,0.526,5,5,0,9,18,0.788,1,0.222,0.364,2,2,0,7,24,0.7,0.833,0.385,0.526,6,5,1,8,16,0.85,NA,0,NA,0,0,0,6,34
"14cded36-3541-40be-9345-457df926173d",0.759,0.833,0.455,0.588,6,5,1,6,17,0.906,1,0.5,0.667,3,3,0,3,26,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.778,0.538,0.636,9,7,2,6,15,0.925,1,0.5,0.667,3,3,0,3,34
"3bcc8318-041d-43d1-8064-9941489ea9e7",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.625,0.75,0.214,0.333,4,3,1,11,17,0.848,1,0.444,0.615,4,4,0,5,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.875,1,0.167,0.286,1,1,0,5,34
"11559f8c-61f2-4857-976b-528e32a5a89a",0.655,1,0.091,0.167,1,1,0,10,18,0.812,NA,0,NA,0,0,0,6,26,0.656,1,0.214,0.353,3,3,0,11,18,0.879,1,0.556,0.714,5,5,0,4,24,0.7,1,0.308,0.471,4,4,0,9,17,0.85,NA,0,NA,0,0,0,6,34
"e0a504da-8232-4e38-ae63-f5c5a8f3d474",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.758,1,0.111,0.2,1,1,0,8,24,0.567,NA,0,NA,0,0,0,13,17,0.85,NA,0,NA,0,0,0,6,34
"2d62f54b-44ce-4ca2-a095-cedc1135693c",0.69,0.667,0.364,0.471,6,4,2,7,16,0.875,0.75,0.5,0.6,4,3,1,3,25,0.625,0.667,0.286,0.4,6,4,2,10,16,0.788,0.667,0.444,0.533,6,4,2,5,22,0.667,0.714,0.385,0.5,7,5,2,8,15,0.75,0.167,0.167,0.167,6,1,5,5,29
"4d7fae55-5ec5-4d6e-a900-74f7bac19ea6",0.69,1,0.182,0.308,2,2,0,9,18,0.875,1,0.333,0.5,2,2,0,4,26,0.625,1,0.143,0.25,2,2,0,12,18,0.848,1,0.444,0.615,4,4,0,5,24,0.633,1,0.154,0.267,2,2,0,11,17,0.875,1,0.167,0.286,1,1,0,5,34
"b88402ba-51c5-4645-95c9-1a20c4d04a24",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.594,0.667,0.143,0.235,3,2,1,12,17,0.697,0.333,0.111,0.167,3,1,2,8,22,0.633,0.625,0.385,0.476,8,5,3,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6c7810e5-c4c5-4eeb-80c4-925ed68550ee",0.724,1,0.273,0.429,3,3,0,8,18,0.875,1,0.333,0.5,2,2,0,4,26,0.688,1,0.286,0.444,4,4,0,10,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.7,1,0.308,0.471,4,4,0,9,17,0.85,NA,0,NA,0,0,0,6,34
"0a639cff-ef49-4d80-bd36-13111420b377",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.594,0.6,0.214,0.316,5,3,2,11,16,0.788,0.667,0.444,0.533,6,4,2,5,22,0.6,0.556,0.385,0.455,9,5,4,8,13,0.85,NA,0,NA,0,0,0,6,34
"00fec1a6-a22e-4855-affc-3afaefd20653",0.759,0.75,0.545,0.632,8,6,2,5,16,0.781,0.429,0.5,0.462,7,3,4,3,22,0.656,0.8,0.286,0.421,5,4,1,10,17,0.788,0.75,0.333,0.462,4,3,1,6,23,0.733,0.857,0.462,0.6,7,6,1,7,16,0.825,0.429,0.5,0.462,7,3,4,3,30
"b7ae97c7-d562-403d-a964-c7d3f5519733",0.621,0.5,0.091,0.154,2,1,1,10,17,0.781,0.444,0.667,0.533,9,4,5,2,21,0.531,0.444,0.286,0.348,9,4,5,10,13,0.758,1,0.111,0.2,1,1,0,8,24,0.6,0.6,0.231,0.333,5,3,2,10,15,0.875,1,0.167,0.286,1,1,0,5,34
"11c8495f-e74f-4753-9aa8-dd2e63e898b8",0.621,0.5,0.091,0.154,2,1,1,10,17,0.812,0.5,0.667,0.571,8,4,4,2,22,0.719,1,0.357,0.526,5,5,0,9,18,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.727,0.615,0.667,11,8,3,5,14,0.925,0.8,0.667,0.727,5,4,1,2,33
"f2c6eede-c6c7-44c5-92eb-2f21a00bd892",0.793,0.857,0.545,0.667,7,6,1,5,17,1,1,1,1,6,6,0,0,26,0.656,1,0.214,0.353,3,3,0,11,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.667,0.8,0.308,0.444,5,4,1,9,16,0.925,1,0.5,0.667,3,3,0,3,34
"17debd98-82b1-40d9-9977-a9c5434181be",0.621,0.5,0.182,0.267,4,2,2,9,16,0.812,NA,0,NA,0,0,0,6,26,0.562,NA,0,NA,0,0,0,14,18,0.727,0.5,0.111,0.182,2,1,1,8,23,0.5,0,0,NA,2,0,2,13,15,0.85,NA,0,NA,0,0,0,6,34
"91072777-5568-44fd-a878-d333a7e6b212",0.69,0.75,0.273,0.4,4,3,1,8,17,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.633,0.75,0.231,0.353,4,3,1,10,16,0.85,NA,0,NA,0,0,0,6,34
"ced0a8ee-203f-4e1e-8bff-ed77f940a0ad",0.724,1,0.273,0.429,3,3,0,8,18,0.969,1,0.833,0.909,5,5,0,1,26,0.562,NA,0,NA,0,0,0,14,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.633,0.75,0.231,0.353,4,3,1,10,16,0.825,0.4,0.333,0.364,5,2,3,4,31
"d4b1acfe-d1a2-4ff5-a320-52ed238e434b",0.621,NA,0,NA,0,0,0,11,18,0.938,1,0.667,0.8,4,4,0,2,26,0.719,1,0.357,0.526,5,5,0,9,18,0.848,1,0.444,0.615,4,4,0,5,24,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"72a4c776-b4bb-4941-9145-f2602ad1c713",0.759,1,0.364,0.533,4,4,0,7,18,0.812,NA,0,NA,0,0,0,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848,1,0.444,0.615,4,4,0,5,24,0.433,0,0,NA,4,0,4,13,13,0.85,NA,0,NA,0,0,0,6,34
"71c453bf-64cd-47c3-b5d8-910aba93a7b2",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.594,1,0.071,0.133,1,1,0,13,18,0.848,1,0.444,0.615,4,4,0,5,24,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"6f4141e2-f7d5-4e8e-9029-28d86645573c",0.724,0.714,0.455,0.556,7,5,2,6,16,0.812,0.5,0.5,0.5,6,3,3,3,23,0.656,0.714,0.357,0.476,7,5,2,9,16,0.818,1,0.333,0.5,3,3,0,6,24,0.8,1,0.538,0.7,7,7,0,6,17,0.85,NA,0,NA,0,0,0,6,34
"e7938f40-ce31-40a5-9be6-16946d7302aa",0.862,0.889,0.727,0.8,9,8,1,3,17,0.906,0.8,0.667,0.727,5,4,1,2,25,0.656,1,0.214,0.353,3,3,0,11,18,0.848,0.7,0.778,0.737,10,7,3,2,21,0.8,0.706,0.923,0.8,17,12,5,1,12,0.875,0.667,0.333,0.444,3,2,1,4,33
"21156717-732f-40dc-8938-a232eb20e47c",0.759,1,0.364,0.533,4,4,0,7,18,0.844,1,0.167,0.286,1,1,0,5,26,0.625,0.75,0.214,0.333,4,3,1,11,17,0.727,0.5,0.333,0.4,6,3,3,6,21,0.6,0.667,0.154,0.25,3,2,1,11,16,0.9,1,0.333,0.5,2,2,0,4,34
"43aa7fdc-aadd-41b3-97a9-396b423cfae5",0.759,0.833,0.455,0.588,6,5,1,6,17,0.875,1,0.333,0.5,2,2,0,4,26,0.594,0.6,0.214,0.316,5,3,2,11,16,0.788,1,0.222,0.364,2,2,0,7,24,0.8,0.889,0.615,0.727,9,8,1,5,16,0.925,0.8,0.667,0.727,5,4,1,2,33
"756a7d63-f43e-43d1-9046-3f97cd658073",0.862,1,0.636,0.778,7,7,0,4,18,0.812,NA,0,NA,0,0,0,6,26,0.688,0.833,0.357,0.5,6,5,1,9,17,0.848,1,0.444,0.615,4,4,0,5,24,0.767,0.8,0.615,0.696,10,8,2,5,15,0.9,1,0.333,0.5,2,2,0,4,34
"dffb6991-2e6e-449b-9067-c4f76e375b11",0.724,0.667,0.545,0.6,9,6,3,5,15,0.844,0.545,1,0.706,11,6,5,0,21,0.688,0.833,0.357,0.5,6,5,1,9,17,0.909,1,0.667,0.8,6,6,0,3,24,0.867,0.846,0.846,0.846,13,11,2,2,15,0.925,0.667,1,0.8,9,6,3,0,31
"de1f5a09-254f-4439-950c-79411e60e80c",0.69,0.625,0.455,0.526,8,5,3,6,15,0.812,0.5,0.667,0.571,8,4,4,2,22,0.625,0.625,0.357,0.455,8,5,3,9,15,0.818,1,0.333,0.5,3,3,0,6,24,0.733,0.778,0.538,0.636,9,7,2,6,15,0.825,0.444,0.667,0.533,9,4,5,2,29
"d5a8b00e-4f09-4022-b16a-93dd25e9dcf4",0.621,NA,0,NA,0,0,0,11,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.758,1,0.111,0.2,1,1,0,8,24,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
"a4addfa0-fad4-4f74-bd92-7e32e0158213",0.724,1,0.273,0.429,3,3,0,8,18,0.969,1,0.833,0.909,5,5,0,1,26,0.625,0.75,0.214,0.333,4,3,1,11,17,0.788,0.667,0.444,0.533,6,4,2,5,22,0.667,0.667,0.462,0.545,9,6,3,7,14,0.9,0.667,0.667,0.667,6,4,2,2,32
"14141ead-85e6-4241-b73c-58684359cfe4",0.759,1,0.364,0.533,4,4,0,7,18,1,1,1,1,6,6,0,0,26,0.562,NA,0,NA,0,0,0,14,18,0.727,NA,0,NA,0,0,0,9,24,0.6,0.667,0.154,0.25,3,2,1,11,16,0.925,1,0.5,0.667,3,3,0,3,34
"cb24bdae-1029-47c7-9431-947ccbd73da3",0.621,0.5,0.091,0.154,2,1,1,10,17,0.812,NA,0,NA,0,0,0,6,26,0.719,1,0.357,0.526,5,5,0,9,18,0.727,NA,0,NA,0,0,0,9,24,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"feccd07a-22bd-48ea-824f-f4e76f2592b7",0.724,1,0.273,0.429,3,3,0,8,18,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.909,1,0.667,0.8,6,6,0,3,24,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"90e66104-3c8a-42b7-b545-10cacf72f927",0.552,0.25,0.091,0.133,4,1,3,10,15,0.812,NA,0,NA,0,0,0,6,26,0.594,1,0.071,0.133,1,1,0,13,18,0.727,0.5,0.111,0.182,2,1,1,8,23,0.667,0.667,0.462,0.545,9,6,3,7,14,0.85,0.5,0.167,0.25,2,1,1,5,33
"2e403ff3-67df-4f8e-add4-dee864821ea2",0.793,1,0.455,0.625,5,5,0,6,18,0.969,1,0.833,0.909,5,5,0,1,26,0.719,1,0.357,0.526,5,5,0,9,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.7,0.7,0.538,0.609,10,7,3,6,14,0.9,1,0.333,0.5,2,2,0,4,34
"e26cdd06-c2bb-4659-81d0-5b934db65ef5",0.621,NA,0,NA,0,0,0,11,18,0.875,1,0.333,0.5,2,2,0,4,26,0.594,0.667,0.143,0.235,3,2,1,12,17,0.727,NA,0,NA,0,0,0,9,24,0.8,1,0.538,0.7,7,7,0,6,17,0.9,1,0.333,0.5,2,2,0,4,34
"6d12435b-7f3c-4a16-86db-20eae0e90cad",0.69,0.75,0.273,0.4,4,3,1,8,17,0.75,0.375,0.5,0.429,8,3,5,3,21,0.562,0.5,0.357,0.417,10,5,5,9,13,0.848,0.75,0.667,0.706,8,6,2,3,22,0.7,0.611,0.846,0.71,18,11,7,2,10,0.625,0.091,0.167,0.118,11,1,10,5,24
"c46b6128-fa5b-4810-a284-55ec9c480a10",0.69,0.667,0.364,0.471,6,4,2,7,16,0.906,0.667,1,0.8,9,6,3,0,23,0.469,0.385,0.357,0.37,13,5,8,9,10,0.667,0.438,0.778,0.56,16,7,9,2,15,0.6,0.533,0.615,0.571,15,8,7,5,10,0.725,0.308,0.667,0.421,13,4,9,2,25
"72788e2f-b1db-4ef3-b9fd-f403b2504efa",0.552,0,0,NA,2,0,2,11,16,0.812,0.5,0.333,0.4,4,2,2,4,24,0.531,0.333,0.071,0.118,3,1,2,13,16,0.727,0.5,0.222,0.308,4,2,2,7,22,0.633,0.75,0.231,0.353,4,3,1,10,16,0.75,0,0,NA,4,0,4,6,30
"a1fc7804-4188-4354-8bfc-289a046b9c21",0.759,0.833,0.455,0.588,6,5,1,6,17,1,1,1,1,6,6,0,0,26,0.75,1,0.429,0.6,6,6,0,8,18,0.758,0.6,0.333,0.429,5,3,2,6,22,0.7,0.833,0.385,0.526,6,5,1,8,16,0.85,0.5,0.333,0.4,4,2,2,4,32
"43ec6b79-fe04-4f26-9588-30dc507d9d8f",0.69,0.75,0.273,0.4,4,3,1,8,17,0.938,1,0.667,0.8,4,4,0,2,26,0.594,0.571,0.286,0.381,7,4,3,10,15,0.879,0.778,0.778,0.778,9,7,2,2,22,0.8,0.818,0.692,0.75,11,9,2,4,15,0.725,0.222,0.333,0.267,9,2,7,4,27
"b88ea317-739f-411e-b221-18d70ae1724f",0.69,1,0.182,0.308,2,2,0,9,18,0.938,1,0.667,0.8,4,4,0,2,26,0.594,1,0.071,0.133,1,1,0,13,18,0.848,1,0.444,0.615,4,4,0,5,24,0.633,0.75,0.231,0.353,4,3,1,10,16,0.875,1,0.167,0.286,1,1,0,5,34
"325c0562-82e4-41a8-945f-c2b3d33a250d",0.621,NA,0,NA,0,0,0,11,18,0.719,0,0,NA,3,0,3,6,23,0.625,1,0.143,0.25,2,2,0,12,18,0.848,1,0.444,0.615,4,4,0,5,24,0.667,1,0.231,0.375,3,3,0,10,17,0.85,NA,0,NA,0,0,0,6,34
"26ea64e9-5135-4e6b-9278-93cf939c24e5",0.759,0.833,0.455,0.588,6,5,1,6,17,1,1,1,1,6,6,0,0,26,0.688,1,0.286,0.444,4,4,0,10,18,0.818,0.8,0.444,0.571,5,4,1,5,23,0.667,0.714,0.385,0.5,7,5,2,8,15,0.925,0.8,0.667,0.727,5,4,1,2,33
"7e1fc75f-36ba-4ad3-8576-a0ceb0004c27",0.621,NA,0,NA,0,0,0,11,18,0.969,1,0.833,0.909,5,5,0,1,26,0.719,1,0.357,0.526,5,5,0,9,18,0.758,0.6,0.333,0.429,5,3,2,6,22,0.7,0.643,0.692,0.667,14,9,5,4,12,0.925,0.8,0.667,0.727,5,4,1,2,33
"16ee478d-87c4-47f0-a217-831b2fa1546c",0.69,1,0.182,0.308,2,2,0,9,18,0.875,1,0.333,0.5,2,2,0,4,26,0.656,0.714,0.357,0.476,7,5,2,9,16,0.879,0.857,0.667,0.75,7,6,1,3,23,0.967,1,0.923,0.96,12,12,0,1,17,0.875,1,0.167,0.286,1,1,0,5,34
"2850dd0b-ad3d-4c6b-8578-2445ca4a92f7",0.69,0.75,0.273,0.4,4,3,1,8,17,0.906,0.8,0.667,0.727,5,4,1,2,25,0.656,1,0.214,0.353,3,3,0,11,18,0.758,1,0.111,0.2,1,1,0,8,24,0.7,0.833,0.385,0.526,6,5,1,8,16,0.875,1,0.167,0.286,1,1,0,5,34
"16301672-1c01-4b9c-822b-4e2b975cc05b",0.621,NA,0,NA,0,0,0,11,18,0.875,1,0.333,0.5,2,2,0,4,26,0.562,NA,0,NA,0,0,0,14,18,0.727,0.5,0.111,0.182,2,1,1,8,23,0.7,0.75,0.462,0.571,8,6,2,7,15,0.85,NA,0,NA,0,0,0,6,34
"5b1d5ac6-9b6c-4eaa-bb97-13035b705ca9",0.828,1,0.545,0.706,6,6,0,5,18,0.938,0.75,1,0.857,8,6,2,0,24,0.812,1,0.571,0.727,8,8,0,6,18,0.879,1,0.556,0.714,5,5,0,4,24,0.6,0.533,0.615,0.571,15,8,7,5,10,0.9,0.667,0.667,0.667,6,4,2,2,32
"6b52df0f-4adb-4d3d-9b39-4a0bff65a42d",0.828,1,0.545,0.706,6,6,0,5,18,0.875,1,0.333,0.5,2,2,0,4,26,0.656,1,0.214,0.353,3,3,0,11,18,0.939,1,0.778,0.875,7,7,0,2,24,0.833,0.786,0.846,0.815,14,11,3,2,14,0.8,0.333,0.333,0.333,6,2,4,4,30
"8d2cceb6-e8f5-4133-a604-b956ec37080d",0.655,1,0.091,0.167,1,1,0,10,18,0.844,1,0.167,0.286,1,1,0,5,26,0.594,1,0.071,0.133,1,1,0,13,18,0.788,0.75,0.333,0.462,4,3,1,6,23,0.7,0.833,0.385,0.526,6,5,1,8,16,0.85,NA,0,NA,0,0,0,6,34
"79f1ac98-c4c3-4401-949e-acc9b4af8673",0.69,1,0.182,0.308,2,2,0,9,18,0.938,1,0.667,0.8,4,4,0,2,26,0.688,0.833,0.357,0.5,6,5,1,9,17,0.818,0.8,0.444,0.571,5,4,1,5,23,0.733,0.857,0.462,0.6,7,6,1,7,16,0.875,0.571,0.667,0.615,7,4,3,2,31
"644f37cb-8cc3-484d-9beb-e21a7bdb61dc",0.862,1,0.636,0.778,7,7,0,4,18,0.938,1,0.667,0.8,4,4,0,2,26,0.656,0.8,0.286,0.421,5,4,1,10,17,0.758,0.667,0.222,0.333,3,2,1,7,23,0.7,1,0.308,0.471,4,4,0,9,17,0.925,1,0.5,0.667,3,3,0,3,34
"65a8b048-fa6f-42dd-84d4-122fc2c31425",0.655,0.667,0.182,0.286,3,2,1,9,17,0.812,0.5,0.333,0.4,4,2,2,4,24,0.656,0.8,0.286,0.421,5,4,1,10,17,0.879,1,0.556,0.714,5,5,0,4,24,0.867,0.846,0.846,0.846,13,11,2,2,15,0.85,NA,0,NA,0,0,0,6,34
"c2d1b648-0809-4bbd-b55c-bef59cfc9a9e",0.621,0.5,0.091,0.154,2,1,1,10,17,0.812,NA,0,NA,0,0,0,6,26,0.688,1,0.286,0.444,4,4,0,10,18,0.818,1,0.333,0.5,3,3,0,6,24,0.667,0.6,0.692,0.643,15,9,6,4,11,0.775,0.2,0.167,0.182,5,1,4,5,30
"37208243-640d-4724-89ed-45a6bfcb305f",0.552,0,0,NA,2,0,2,11,16,0.812,0.5,0.333,0.4,4,2,2,4,24,0.562,0.5,0.214,0.3,6,3,3,11,15,0.697,0.333,0.111,0.167,3,1,2,8,22,0.667,0.636,0.538,0.583,11,7,4,6,13,0.825,0.429,0.5,0.462,7,3,4,3,30
"972542da-8fe8-4ba8-a7f2-f0e32495af96",0.69,1,0.182,0.308,2,2,0,9,18,0.812,0.5,0.333,0.4,4,2,2,4,24,0.625,1,0.143,0.25,2,2,0,12,18,0.758,1,0.111,0.2,1,1,0,8,24,0.667,0.8,0.308,0.444,5,4,1,9,16,0.85,NA,0,NA,0,0,0,6,34
